Sales Person,Geo,Product,Date,Amount,Boxes
SP03,G4,P20,2023-03-10,1043,58
SP24,G4,P12,2022-12-09,9352,390
SP12,G2,P13,2022-08-10,1624,78
SP17,G5,P07,2023-04-06,19894,865
SP07,G1,P01,2023-02-12,7595,760
SP21,G3,P22,2023-05-18,10017,418
SP20,G4,P05,2023-03-30,1414,84
SP14,G3,P10,2022-08-10,161,9
SP11,G4,P15,2023-08-07,6706,269
SP20,G2,P10,2023-02-03,3486,206
SP20,G2,P03,2023-03-24,7168,652
SP14,G3,P21,2023-02-05,1883,118
SP16,G3,P22,2023-09-15,8659,377
SP12,G6,P19,2023-04-05,9107,414
SP08,G4,P07,2022-12-09,13706,623
SP19,G3,P02,2022-12-16,19054,733
SP20,G2,P16,2023-06-22,8974,1122
SP12,G5,P20,2023-05-11,2359,132
SP06,G2,P12,2023-01-20,1526,70
SP17,G5,P12,2022-07-05,10822,471
SP18,G4,P01,2023-05-26,4018,335
SP08,G5,P15,2023-06-07,7364,295
SP25,G2,P20,2023-06-02,9016,602
SP21,G3,P21,2023-05-11,9786,753
SP03,G5,P08,2022-12-09,2632,240
SP23,G6,P12,2023-06-08,6930,289
SP18,G5,P08,2023-05-25,1407,109
SP23,G4,P03,2022-08-12,27146,1939
SP19,G1,P19,2023-05-26,637,31
SP21,G5,P21,2023-04-28,7406,494
SP15,G3,P21,2023-01-08,5103,393
SP15,G6,P09,2022-09-30,840,105
SP06,G1,P08,2023-03-17,11830,910
SP12,G1,P18,2023-09-30,8281,921
SP25,G6,P05,2023-02-11,9093,535
SP04,G6,P21,2023-08-04,4606,355
SP04,G6,P19,2022-12-09,3066,134
SP04,G3,P20,2022-11-19,8946,527
SP16,G4,P01,2023-05-04,4564,381
SP01,G4,P02,2022-09-05,3696,143
SP04,G1,P14,2023-01-29,4543,505
SP15,G4,P06,2022-08-02,931,67
SP04,G1,P13,2023-03-21,8316,438
SP06,G6,P20,2023-05-02,8106,451
SP01,G5,P09,2023-03-21,2121,213
SP08,G4,P19,2023-05-02,6790,283
SP08,G3,P19,2022-12-24,6566,274
SP10,G1,P19,2022-11-24,6706,292
SP05,G2,P17,2022-09-16,1393,140
SP02,G3,P03,2023-01-02,4368,398
SP12,G1,P22,2022-07-04,1694,77
SP12,G2,P12,2023-05-03,3094,124
SP14,G2,P20,2023-07-24,2177,137
SP13,G3,P08,2023-07-05,5488,499
SP14,G4,P09,2023-05-18,3017,302
SP13,G2,P22,2023-07-18,1435,58
SP01,G3,P10,2023-02-25,2324,130
SP25,G4,P18,2023-06-21,9443,945
SP23,G2,P04,2023-08-03,18116,1133
SP10,G2,P13,2023-03-03,616,28
SP05,G6,P07,2022-08-03,5313,231
SP07,G2,P19,2023-07-20,9541,398
SP05,G6,P03,2022-12-29,3668,334
SP25,G2,P11,2023-06-17,6993,350
SP15,G1,P14,2023-05-26,8680,868
SP23,G4,P14,2023-05-25,2002,223
SP23,G6,P17,2022-07-11,7707,643
SP18,G6,P22,2023-04-06,490,22
SP11,G3,P19,2023-09-08,13685,595
SP05,G5,P01,2023-04-14,6244,694
SP08,G3,P12,2022-10-29,3731,156
SP16,G5,P06,2023-02-27,4242,266
SP21,G3,P12,2022-11-04,11193,448
SP22,G3,P15,2023-09-08,12740,531
SP17,G4,P06,2023-01-30,6671,393
SP23,G6,P16,2022-09-03,12670,1810
SP21,G6,P06,2023-08-18,7217,452
SP10,G3,P09,2023-04-29,6762,615
SP14,G2,P10,2022-10-22,12579,699
SP18,G5,P19,2023-02-09,315,14
SP04,G6,P13,2023-06-14,12061,549
SP06,G6,P09,2023-09-11,2786,349
SP01,G2,P09,2022-12-17,4753,433
SP06,G3,P18,2022-10-23,11823,1183
SP01,G1,P05,2022-10-28,3661,204
SP05,G2,P20,2023-06-30,2009,126
SP21,G4,P01,2022-09-30,8456,705
SP07,G2,P10,2022-12-09,560,32
SP05,G2,P15,2022-07-13,5355,224
SP02,G2,P19,2022-07-20,14805,644
SP09,G1,P21,2022-08-08,6867,529
SP04,G4,P14,2022-12-17,8085,809
SP08,G2,P19,2023-02-10,11445,498
SP06,G1,P14,2023-05-04,1022,114
SP25,G3,P05,2023-02-27,8890,556
SP21,G3,P04,2023-05-17,2604,174
SP23,G4,P05,2022-09-16,2177,121
SP14,G6,P20,2022-11-26,2723,171
SP22,G5,P15,2022-07-07,5439,202
SP02,G1,P19,2023-05-10,18599,775
SP05,G6,P02,2023-07-10,8582,344
SP25,G1,P19,2022-08-02,784,33
SP15,G3,P22,2022-11-14,3031,122
SP13,G4,P09,2023-09-25,1141,104
SP15,G3,P17,2023-01-19,3563,324
SP04,G6,P08,2023-05-23,406,37
SP16,G4,P22,2023-03-27,1953,89
SP16,G5,P14,2022-09-19,12747,1417
SP07,G5,P18,2023-07-24,756,76
SP22,G4,P11,2022-08-08,18571,845
SP13,G6,P16,2022-10-20,3010,377
SP07,G4,P22,2022-09-15,4249,170
SP03,G5,P09,2023-08-18,1288,144
SP13,G2,P06,2022-09-29,1085,78
SP08,G2,P05,2022-08-12,28,2
SP06,G2,P16,2022-12-29,4403,490
SP05,G3,P08,2023-08-07,6279,483
SP07,G1,P09,2023-02-28,9030,821
SP01,G6,P22,2023-07-13,1484,60
SP05,G6,P05,2022-07-06,10276,571
SP22,G1,P06,2022-07-12,6713,420
SP22,G2,P12,2022-09-04,9688,422
SP19,G2,P13,2023-04-19,10633,484
SP05,G2,P21,2023-09-03,6405,458
SP06,G3,P17,2023-02-24,7112,647
SP07,G1,P12,2022-08-08,665,28
SP23,G1,P15,2023-09-07,9912,397
SP24,G5,P18,2023-03-24,6923,693
SP07,G4,P03,2022-12-24,2674,191
SP19,G3,P05,2023-06-15,1064,56
SP10,G4,P16,2022-08-22,15351,2559
SP23,G1,P07,2023-01-19,7203,301
SP25,G3,P15,2022-09-25,8036,335
SP11,G3,P10,2022-09-23,1869,99
SP14,G3,P19,2023-01-29,8008,334
SP12,G4,P17,2023-09-24,5558,428
SP18,G1,P04,2023-03-21,6860,429
SP11,G5,P21,2023-03-24,3815,255
SP07,G4,P21,2023-06-29,3234,249
SP06,G2,P19,2022-07-06,4403,201
SP14,G1,P11,2023-04-25,5803,264
SP13,G4,P20,2023-02-25,5068,338
SP07,G6,P18,2023-06-01,6790,970
SP06,G1,P17,2022-12-17,4172,321
SP25,G1,P08,2022-09-11,10066,775
SP15,G3,P20,2022-08-04,1239,78
SP11,G1,P02,2023-04-27,9646,402
SP09,G5,P12,2022-11-21,15925,637
SP18,G3,P04,2023-03-06,672,45
SP20,G3,P09,2022-12-29,1890,237
SP22,G2,P08,2023-04-14,2674,191
SP11,G3,P13,2023-02-20,7175,327
SP05,G1,P03,2023-01-09,2044,158
SP19,G1,P09,2022-09-10,252,23
SP17,G6,P16,2023-02-17,1820,304
SP24,G4,P14,2022-08-01,7210,721
SP19,G5,P05,2023-09-18,987,55
SP18,G2,P07,2023-06-30,8687,378
SP23,G6,P18,2023-08-23,13510,1930
SP12,G3,P09,2023-04-18,10983,999
SP08,G2,P07,2023-04-18,6321,288
SP22,G2,P20,2023-01-13,1876,111
SP10,G3,P10,2023-02-20,1785,105
SP18,G6,P05,2023-01-08,11312,596
SP11,G6,P10,2023-06-09,5215,290
SP03,G5,P20,2023-02-03,15120,890
SP19,G4,P18,2023-04-18,1960,245
SP12,G3,P06,2022-07-29,980,70
SP25,G4,P16,2022-11-26,6377,709
SP16,G6,P07,2023-04-05,4543,190
SP07,G6,P03,2023-08-15,7497,577
SP20,G3,P13,2023-05-25,2989,158
SP24,G6,P05,2022-08-02,1057,63
SP16,G2,P06,2022-11-13,1659,119
SP20,G3,P14,2022-11-26,6839,855
SP10,G2,P01,2022-08-02,4277,476
SP21,G1,P16,2023-09-16,8197,1367
SP12,G1,P03,2023-08-23,700,54
SP07,G1,P07,2023-07-25,2240,102
SP10,G6,P17,2022-09-26,8155,816
SP18,G1,P18,2023-07-20,7252,907
SP11,G6,P17,2023-04-27,4494,375
SP06,G5,P22,2023-09-08,11410,497
SP14,G2,P18,2023-04-15,14245,1583
SP11,G5,P17,2023-09-28,9268,713
SP21,G5,P17,2023-07-21,7182,553
SP24,G4,P22,2022-12-03,4802,209
SP01,G4,P22,2023-01-13,9240,420
SP22,G4,P16,2022-09-01,1589,199
SP23,G3,P02,2022-07-14,4557,190
SP02,G5,P05,2023-07-26,4466,249
SP01,G4,P15,2022-08-23,6818,273
SP05,G5,P21,2022-10-20,4767,367
SP07,G1,P21,2022-10-07,17136,1143
SP01,G2,P15,2023-04-05,784,33
SP11,G4,P10,2022-12-04,12047,603
SP14,G6,P15,2023-09-07,1925,75
SP03,G1,P07,2022-09-25,5222,218
SP17,G2,P10,2022-09-24,4088,205
SP11,G6,P04,2022-08-11,8806,490
SP24,G3,P15,2023-07-24,280,12
SP06,G4,P02,2023-03-02,7217,301
SP12,G5,P07,2022-08-16,8645,346
SP14,G6,P04,2022-10-28,11025,735
SP04,G3,P19,2022-09-23,2702,113
SP19,G6,P11,2022-09-03,5523,252
SP10,G2,P14,2023-01-02,13559,1695
SP12,G6,P13,2023-04-29,7735,369
SP09,G2,P12,2023-09-04,11963,521
SP21,G5,P09,2022-11-20,2373,297
SP19,G3,P08,2022-10-23,3332,238
SP15,G6,P19,2022-09-26,6118,279
SP02,G6,P12,2023-04-11,6937,290
SP08,G4,P21,2023-05-17,8736,624
SP07,G1,P18,2022-11-11,994,100
SP25,G4,P13,2023-09-07,8449,423
SP05,G3,P03,2023-03-13,1589,133
SP25,G5,P08,2022-08-15,2009,144
SP19,G4,P17,2023-05-19,4802,370
SP21,G5,P15,2023-09-28,14350,574
SP01,G2,P02,2023-07-26,7504,301
SP10,G4,P13,2023-05-16,3136,166
SP14,G3,P20,2022-07-29,1302,82
SP14,G1,P17,2022-09-03,4711,363
SP24,G5,P14,2022-07-26,4053,406
SP22,G1,P12,2023-08-01,5978,240
SP18,G3,P22,2022-10-14,3787,158
SP20,G3,P06,2023-05-04,5446,321
SP08,G1,P20,2022-11-26,3640,203
SP12,G4,P11,2023-07-24,630,34
SP24,G4,P20,2023-06-30,1995,118
SP13,G6,P12,2023-06-03,2009,84
SP12,G3,P21,2023-01-16,3339,223
SP16,G1,P07,2022-12-08,2429,102
SP08,G5,P06,2023-05-29,12229,765
SP22,G6,P08,2022-12-11,2163,155
SP05,G3,P16,2022-09-03,11242,1406
SP13,G6,P06,2022-07-08,2163,128
SP21,G1,P01,2022-09-16,2142,179
SP04,G5,P01,2023-01-28,5698,518
SP11,G4,P21,2023-01-05,3206,229
SP18,G4,P11,2023-08-07,1463,77
SP02,G6,P21,2023-08-24,6272,448
SP19,G6,P17,2022-10-01,3990,307
SP11,G5,P16,2022-10-16,6958,994
SP20,G5,P20,2022-07-25,9478,527
SP24,G6,P20,2023-05-09,16877,1055
SP11,G4,P09,2023-03-21,3689,462
SP03,G3,P15,2022-09-29,6825,273
SP03,G6,P22,2023-05-29,3591,164
SP10,G1,P22,2023-05-17,2002,88
SP11,G2,P22,2023-09-17,77,4
SP11,G2,P18,2023-04-15,11186,1119
SP18,G4,P15,2023-05-08,12600,504
SP08,G1,P12,2023-07-27,4613,201
SP19,G6,P18,2022-08-09,987,99
SP22,G6,P02,2022-12-10,2247,94
SP25,G6,P19,2023-08-22,10150,484
SP20,G1,P07,2022-07-28,1981,91
SP07,G6,P07,2022-12-22,3885,162
SP13,G2,P12,2023-03-30,8666,362
SP20,G1,P12,2022-10-19,11263,451
SP23,G2,P15,2023-02-04,3913,164
SP18,G2,P16,2022-09-30,24367,3481
SP16,G6,P12,2023-02-12,903,40
SP09,G6,P22,2023-05-23,14560,662
SP25,G2,P12,2022-09-02,1211,49
SP01,G6,P14,2022-09-03,539,77
SP04,G5,P06,2023-09-16,6468,462
SP04,G2,P11,2023-05-02,1911,96
SP16,G4,P19,2023-09-10,3353,140
SP03,G4,P13,2022-12-24,1225,62
SP03,G2,P03,2023-01-02,9758,751
SP07,G3,P13,2023-08-01,11571,579
SP05,G1,P07,2022-07-11,6755,294
SP08,G4,P08,2023-04-15,5285,378
SP14,G4,P02,2022-09-05,6587,244
SP03,G3,P09,2022-12-17,6426,714
SP14,G5,P04,2023-02-28,5082,318
SP25,G3,P09,2023-05-02,5005,501
SP24,G4,P02,2022-07-28,2814,109
SP01,G1,P02,2022-12-23,3059,118
SP05,G1,P17,2023-02-13,3969,397
SP01,G4,P14,2023-08-10,4753,595
SP05,G5,P14,2022-08-26,6314,790
SP19,G4,P07,2023-04-12,11578,527
SP15,G1,P09,2023-07-12,1582,176
SP23,G6,P20,2022-08-01,13930,871
SP15,G2,P01,2023-03-03,11585,966
SP02,G3,P02,2023-03-14,6216,240
SP19,G5,P07,2022-10-08,14021,585
SP07,G1,P19,2022-09-04,12537,523
SP13,G1,P09,2023-05-08,7791,780
SP10,G4,P14,2023-08-24,5453,546
SP05,G2,P01,2022-09-10,672,56
SP02,G6,P16,2022-08-19,5635,627
SP06,G3,P19,2023-03-16,378,18
SP19,G5,P22,2023-06-06,7518,301
SP18,G5,P22,2023-02-28,3535,148
SP24,G5,P15,2023-02-13,3892,145
SP01,G2,P10,2022-11-19,7994,400
SP17,G3,P17,2022-11-21,5012,386
SP25,G2,P18,2023-01-22,8575,953
SP10,G6,P04,2022-07-11,11354,668
SP20,G2,P22,2022-08-26,15883,722
SP25,G5,P14,2023-07-25,7959,796
SP19,G5,P15,2023-02-27,2681,104
SP04,G6,P06,2022-11-30,12103,807
SP21,G6,P01,2023-04-12,6629,737
SP14,G2,P11,2023-06-03,5677,299
SP11,G1,P15,2023-06-03,7924,317
SP18,G6,P20,2023-07-20,9723,541
SP12,G3,P11,2022-07-26,7245,330
SP07,G2,P03,2023-03-01,2422,221
SP22,G4,P03,2023-05-30,4109,374
SP12,G1,P10,2022-11-10,1477,83
SP04,G6,P02,2023-06-14,11669,487
SP03,G6,P02,2023-04-27,3682,142
SP12,G5,P15,2022-10-02,798,34
SP14,G2,P09,2023-08-10,13139,1314
SP07,G3,P07,2023-06-14,6902,301
SP13,G4,P14,2023-03-14,2835,355
SP14,G5,P09,2022-09-30,13258,1326
SP08,G2,P06,2023-02-28,2212,158
SP25,G5,P20,2022-08-17,8211,514
SP07,G5,P08,2022-12-07,2261,174
SP09,G6,P19,2023-02-19,4081,178
SP21,G6,P13,2022-09-29,4977,237
SP01,G6,P16,2022-10-08,2821,353
SP01,G3,P19,2023-06-17,8064,367
SP04,G6,P07,2023-02-19,7987,333
SP18,G5,P12,2023-09-15,11732,534
SP18,G2,P14,2022-08-10,1162,130
SP21,G4,P13,2023-02-12,4858,232
SP21,G3,P20,2022-09-10,1722,115
SP12,G2,P07,2023-04-12,9394,409
SP24,G1,P19,2022-10-05,1092,52
SP09,G3,P05,2023-01-20,10143,634
SP06,G2,P09,2022-11-19,7070,643
SP06,G3,P15,2023-04-04,4375,163
SP04,G1,P16,2022-08-04,6713,840
SP24,G3,P11,2022-10-12,308,14
SP10,G1,P08,2023-02-28,5229,403
SP08,G4,P18,2023-08-11,1806,181
SP18,G3,P06,2023-06-03,4249,304
SP19,G2,P05,2023-06-02,7742,484
SP09,G5,P13,2022-08-02,868,42
SP14,G5,P07,2022-10-08,9793,446
SP21,G4,P02,2023-06-24,770,33
SP21,G5,P04,2023-09-30,7595,475
SP06,G1,P05,2022-07-05,13237,779
SP17,G6,P20,2023-05-26,2639,165
SP15,G4,P21,2023-08-14,2730,182
SP07,G6,P08,2023-02-20,9786,816
SP08,G5,P10,2022-09-26,6671,393
SP22,G5,P12,2022-08-04,12565,547
SP08,G1,P10,2023-07-04,12565,740
SP05,G2,P10,2023-06-29,2982,166
SP24,G3,P08,2023-06-22,5957,426
SP04,G2,P01,2022-09-10,16919,1880
SP10,G6,P06,2022-09-23,4200,248
SP13,G4,P22,2023-04-01,5747,240
SP01,G3,P13,2023-04-21,19103,1006
SP10,G5,P07,2023-09-16,8547,342
SP22,G3,P19,2022-10-23,7805,340
SP09,G5,P17,2023-09-07,3927,303
SP07,G6,P21,2023-06-15,1659,104
SP05,G5,P11,2023-09-22,3038,160
SP20,G2,P11,2023-02-17,882,45
SP18,G2,P17,2022-07-08,7595,585
SP25,G3,P04,2023-03-15,21861,1286
SP22,G4,P20,2023-07-12,1694,113
SP12,G4,P01,2023-05-04,7077,644
SP18,G5,P16,2022-07-21,6461,718
SP08,G1,P04,2023-06-08,2471,165
SP16,G1,P02,2022-07-26,2114,82
SP18,G2,P12,2023-05-09,8771,382
SP14,G4,P21,2023-08-07,4641,357
SP14,G4,P17,2023-03-06,1141,115
SP22,G4,P09,2023-04-19,7581,690
SP20,G5,P15,2023-04-01,10325,431
SP15,G1,P12,2023-07-13,6370,290
SP06,G5,P21,2023-03-08,3507,270
SP15,G1,P02,2022-09-11,35,2
SP05,G3,P02,2023-07-11,8316,320
SP06,G6,P14,2023-01-02,11018,1574
SP22,G5,P11,2023-09-09,2072,104
SP17,G1,P12,2022-07-28,4718,215
SP12,G4,P21,2023-06-24,5432,363
SP18,G5,P01,2022-11-21,4606,419
SP11,G2,P01,2023-03-20,8267,919
SP14,G6,P22,2023-03-01,7511,342
SP08,G6,P08,2023-08-17,5166,431
SP25,G6,P06,2022-08-01,11970,798
SP20,G5,P03,2023-02-23,8540,657
SP23,G1,P02,2023-07-20,6573,274
SP15,G2,P12,2023-02-24,2058,90
SP25,G1,P09,2022-12-21,4949,550
SP10,G3,P14,2023-05-15,5516,613
SP02,G5,P18,2023-09-23,6566,657
SP21,G1,P09,2022-09-02,4270,389
SP11,G1,P21,2023-03-15,2219,171
SP15,G5,P20,2023-02-28,2219,131
SP12,G2,P15,2022-11-11,10262,381
SP17,G2,P05,2023-05-18,3248,171
SP03,G6,P01,2023-04-28,5292,530
SP14,G6,P03,2022-10-19,10171,925
SP17,G2,P07,2023-04-27,1225,49
SP10,G1,P06,2023-08-07,847,57
SP21,G4,P03,2022-09-26,2317,166
SP18,G6,P21,2022-08-15,1757,110
SP02,G5,P22,2022-10-21,10808,451
SP17,G1,P09,2022-10-08,980,109
SP10,G2,P05,2023-03-14,8323,439
SP13,G5,P18,2023-01-15,6594,825
SP13,G3,P05,2023-01-08,2835,167
SP15,G6,P11,2022-08-16,9695,485
SP20,G1,P08,2022-07-25,861,67
SP12,G2,P03,2022-09-26,6447,538
SP12,G1,P14,2022-09-17,4487,561
SP24,G4,P17,2023-04-18,1400,117
SP10,G1,P04,2023-01-08,7252,427
SP06,G6,P01,2023-05-03,1988,199
SP25,G2,P10,2022-09-22,3346,168
SP18,G1,P03,2022-10-29,9625,875
SP13,G4,P04,2022-11-12,546,35
SP04,G6,P11,2023-02-26,5845,293
SP23,G6,P11,2023-03-22,6930,330
SP17,G4,P20,2022-11-21,9303,548
SP05,G1,P01,2023-07-24,8099,900
SP09,G4,P10,2022-12-14,7777,433
SP18,G1,P11,2023-04-21,24451,1112
SP09,G1,P09,2023-06-06,2926,326
SP06,G2,P03,2023-01-09,2107,163
SP05,G2,P05,2022-09-10,1428,84
SP22,G5,P17,2022-11-07,8078,674
SP25,G4,P12,2023-05-30,5880,236
SP09,G2,P04,2023-07-06,5586,311
SP20,G3,P11,2023-05-22,805,37
SP19,G3,P01,2023-04-27,9429,858
SP13,G4,P12,2023-01-15,1631,75
SP21,G5,P18,2022-09-15,812,116
SP05,G3,P11,2023-09-08,1792,95
SP02,G4,P15,2023-06-07,2177,91
SP06,G5,P04,2023-01-14,7749,431
SP10,G5,P10,2022-07-26,10591,558
SP08,G2,P08,2023-05-11,6230,520
SP05,G5,P17,2023-09-02,6447,645
SP11,G5,P01,2023-04-15,5775,482
SP03,G3,P02,2023-07-24,7574,316
SP17,G3,P05,2023-09-18,2338,124
SP14,G5,P14,2023-09-16,6475,925
SP13,G3,P07,2022-12-24,20580,858
SP20,G5,P21,2023-09-03,1463,113
SP16,G6,P14,2022-08-16,854,95
SP15,G6,P08,2022-09-11,1463,133
SP02,G6,P19,2022-09-10,21406,892
SP04,G3,P22,2023-03-30,8967,374
SP22,G1,P09,2022-10-19,1400,140
SP14,G3,P13,2022-12-08,4571,229
SP02,G4,P21,2023-08-07,4725,338
SP21,G5,P16,2023-07-28,3745,535
SP23,G1,P17,2023-03-08,539,54
SP25,G5,P05,2023-05-29,4662,246
SP05,G5,P02,2023-04-11,6209,230
SP11,G2,P10,2022-12-08,777,41
SP19,G4,P16,2022-11-05,1785,199
SP24,G5,P08,2023-07-10,3346,279
SP05,G5,P10,2023-08-16,6398,356
SP23,G6,P05,2023-07-20,1477,87
SP13,G1,P08,2023-02-28,13314,1211
SP16,G3,P11,2022-10-28,9226,440
SP22,G6,P15,2022-12-25,10514,439
SP06,G4,P10,2023-09-16,1855,110
SP05,G4,P16,2022-08-18,7266,808
SP06,G2,P08,2023-09-15,7882,607
SP12,G6,P14,2022-08-02,1456,182
SP05,G6,P16,2022-07-20,4249,473
SP04,G2,P05,2023-06-30,5719,301
SP01,G4,P17,2023-07-24,10479,953
SP13,G3,P12,2022-11-10,11445,521
SP12,G3,P07,2023-01-13,4067,163
SP07,G3,P18,2023-02-23,5586,798
SP24,G5,P01,2022-08-08,5271,480
SP02,G1,P07,2023-02-25,16380,656
SP07,G3,P06,2023-02-28,3178,212
SP22,G2,P04,2023-02-28,14,1
SP11,G6,P09,2022-09-25,2254,226
SP17,G5,P10,2022-08-10,3045,170
SP11,G2,P08,2022-10-14,8512,710
SP22,G2,P14,2023-01-05,3213,459
SP03,G5,P18,2022-11-17,2226,223
SP18,G6,P04,2023-05-29,8176,455
SP01,G6,P09,2023-07-19,1792,180
SP12,G3,P08,2023-03-30,4221,384
SP10,G4,P22,2023-04-04,7217,314
SP17,G5,P01,2023-04-05,15463,1406
SP07,G6,P12,2022-11-06,11837,515
SP25,G2,P22,2023-09-09,1456,67
SP11,G6,P19,2023-04-19,2807,123
SP03,G3,P06,2023-02-28,4326,289
SP10,G5,P20,2023-02-26,5852,326
SP23,G2,P08,2023-08-04,9415,856
SP06,G6,P04,2022-11-21,5936,396
SP13,G2,P17,2022-11-19,3003,231
SP01,G5,P10,2023-05-04,18186,1011
SP20,G6,P16,2023-05-10,2149,269
SP07,G6,P22,2023-04-19,6552,285
SP17,G3,P15,2022-10-08,2065,77
SP13,G3,P16,2023-07-21,5166,738
SP18,G4,P02,2023-05-10,7924,331
SP18,G5,P18,2023-04-27,10017,1113
SP07,G4,P09,2023-09-08,3045,381
SP21,G3,P17,2023-01-13,2681,244
SP14,G3,P03,2023-02-16,3262,251
SP23,G2,P10,2023-08-15,3927,219
SP04,G6,P10,2022-09-12,5187,289
SP13,G6,P20,2023-04-13,6664,392
SP24,G1,P22,2023-05-29,17864,745
SP25,G2,P09,2023-09-14,5929,659
SP22,G2,P21,2022-12-18,20601,1585
SP06,G6,P03,2022-08-22,4284,357
SP10,G3,P03,2022-08-03,3584,256
SP21,G4,P14,2023-03-27,10150,1450
SP09,G3,P20,2023-08-09,763,48
SP17,G1,P02,2022-10-14,3500,146
SP11,G6,P03,2023-05-08,11529,824
SP24,G1,P09,2023-06-01,1729,193
SP16,G5,P21,2023-04-27,2961,228
SP15,G6,P06,2022-10-28,9520,635
SP25,G5,P19,2023-02-20,4711,197
SP21,G4,P16,2023-05-15,4725,591
SP09,G6,P20,2023-05-11,21,2
SP09,G6,P10,2022-09-25,2366,125
SP08,G4,P15,2022-12-15,5810,224
SP01,G3,P08,2023-03-30,7693,700
SP22,G4,P04,2023-06-01,5201,326
SP06,G3,P10,2023-09-30,784,44
SP14,G1,P02,2022-11-25,1729,70
SP15,G2,P11,2023-02-19,3304,166
SP11,G6,P16,2023-07-14,973,122
SP25,G6,P22,2023-09-18,2051,94
SP02,G1,P18,2023-04-27,2681,269
SP24,G2,P18,2022-07-11,3395,340
SP02,G5,P16,2023-02-28,455,57
SP22,G2,P16,2022-10-06,2555,320
SP14,G6,P16,2022-09-10,7448,1242
SP08,G6,P15,2023-08-28,4179,155
SP09,G5,P09,2022-08-22,2709,271
SP13,G1,P14,2023-06-01,504,56
SP10,G3,P17,2023-01-14,1918,160
SP19,G2,P19,2023-05-03,7861,375
SP12,G3,P03,2022-11-07,1701,155
SP15,G3,P11,2023-05-08,2688,142
SP23,G5,P22,2022-08-04,5705,229
SP18,G3,P02,2022-12-03,2506,93
SP10,G4,P15,2022-07-13,5278,203
SP20,G2,P02,2023-08-18,2310,89
SP21,G6,P21,2023-09-28,3794,253
SP16,G5,P22,2023-02-17,7553,329
SP11,G3,P12,2023-03-17,5747,230
SP05,G2,P02,2023-07-25,574,22
SP20,G5,P18,2023-04-27,5068,507
SP22,G2,P10,2023-02-12,3367,169
SP14,G1,P09,2023-01-20,112,12
SP15,G1,P17,2022-08-04,4046,312
SP19,G6,P01,2022-09-16,4144,377
SP21,G2,P06,2023-01-20,3626,242
SP21,G2,P03,2023-05-15,3514,293
SP03,G2,P21,2023-07-27,1323,102
SP22,G5,P02,2022-12-29,9954,369
SP04,G5,P12,2023-02-13,4697,196
SP21,G1,P05,2023-02-03,6671,371
SP10,G4,P08,2023-05-16,6153,474
SP15,G1,P20,2022-09-15,4102,242
SP22,G1,P08,2023-07-25,1148,82
SP10,G2,P17,2023-07-18,140,13
SP03,G4,P03,2023-03-06,812,68
SP03,G6,P08,2023-03-24,5649,435
SP12,G3,P02,2023-08-07,7021,281
SP07,G5,P07,2023-04-12,4172,182
SP03,G3,P08,2023-05-11,1624,148
SP01,G3,P16,2022-08-19,1918,274
SP16,G2,P20,2023-09-15,2114,133
SP02,G1,P13,2023-08-11,3346,160
SP25,G2,P04,2023-01-15,14812,926
SP20,G3,P02,2023-01-23,8092,300
SP01,G6,P05,2023-02-17,5355,298
SP10,G2,P09,2023-06-24,9289,1162
SP07,G2,P20,2022-09-01,7455,466
SP12,G4,P19,2023-06-03,224,11
SP10,G1,P10,2023-02-25,19929,1049
SP09,G6,P07,2023-03-09,4746,198
SP05,G6,P04,2023-08-07,7245,403
SP24,G2,P04,2022-11-07,9079,606
SP07,G2,P22,2022-09-30,4445,194
SP14,G6,P01,2023-09-01,2786,310
SP15,G5,P12,2023-06-29,2737,110
SP13,G5,P13,2023-09-17,3248,163
SP18,G6,P16,2023-04-28,378,48
SP18,G5,P03,2022-09-19,11942,996
SP25,G1,P02,2022-10-28,13125,505
SP18,G6,P11,2023-05-12,2268,120
SP20,G3,P18,2022-10-14,6244,625
SP22,G5,P10,2023-09-28,3759,188
SP20,G2,P08,2023-06-30,8400,647
SP24,G1,P16,2022-08-05,5516,690
SP07,G6,P09,2022-10-22,11382,1035
SP21,G2,P04,2023-05-11,3080,172
SP11,G1,P13,2022-10-07,112,6
SP21,G2,P02,2022-11-04,1540,65
SP15,G2,P10,2023-04-01,7259,427
SP12,G1,P17,2023-07-06,1519,152
SP04,G2,P17,2023-06-15,4305,332
SP08,G3,P13,2022-12-23,4354,230
SP09,G6,P14,2022-11-30,5859,586
SP05,G1,P21,2023-04-29,4249,304
SP12,G3,P22,2022-11-11,3906,170
SP03,G2,P16,2023-05-29,8260,918
SP17,G3,P11,2022-10-07,2317,122
SP14,G1,P04,2023-02-12,10948,609
SP13,G2,P02,2023-05-09,2184,84
SP09,G5,P11,2023-06-30,616,31
SP14,G2,P04,2022-09-29,1302,82
SP16,G5,P10,2022-12-29,553,33
SP23,G3,P04,2022-10-16,15022,939
SP21,G5,P10,2023-09-29,196,11
SP04,G1,P22,2022-07-27,1855,81
SP10,G1,P17,2022-07-25,5789,579
SP15,G3,P10,2022-12-22,1246,66
SP01,G5,P03,2023-07-18,7245,558
SP02,G6,P10,2022-10-12,6832,380
SP13,G2,P16,2023-03-22,8827,1472
SP16,G2,P18,2023-08-16,8547,1069
SP24,G4,P06,2023-02-19,3556,254
SP06,G3,P02,2023-04-27,8848,328
